Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
Gohpur to Guwahati,https://www.redbus.in/bus-tickets/gohpur-to-guwahati,Island Travels (Under ASTC),Non AC Seater (2+1),22:30,07h 30m,06:00,0,450,6 Seats available
Gohpur to Guwahati,https://www.redbus.in/bus-tickets/gohpur-to-guwahati,GURUNANAK TRAVELS,NON A/C Seater (2+1),21:00,08h 00m,05:00,0,INR 500,25 Seats available
North Lakhimpur to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,Deep Travels,NON AC Seater / Sleeper 2+1,19:30,09h 30m,05:00,3.9,INR 549,8 Seats available
North Lakhimpur to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),20:30,08h 30m,05:00,4.3,550,9 Seats available
North Lakhimpur to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,Laxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:40,09h 20m,06:00,3.0,600,7 Seats available
North Lakhimpur to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,DONYI POLO EXPRESS,Non AC Seater (2+1),20:55,09h 05m,06:00,3.1,500,8 Seats available
North Lakhimpur to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,Island Travels (Under ASTC),Non AC Seater (2+1),20:45,09h 15m,06:00,0,500,6 Seats available
North Lakhimpur to Guwahati,https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati,GURUNANAK TRAVELS,NON A/C Seater (2+1),18:30,10h 30m,05:00,0,INR 600,20 Seats available
Haflong to Guwahati,https://www.redbus.in/bus-tickets/haflong-to-guwahati,Deep Travels,Non AC Seater (2+1),17:45,10h 45m,04:30,4.0,INR 599,24 Seats available
Haflong to Guwahati,https://www.redbus.in/bus-tickets/haflong-to-guwahati,NETWORK TRAVELS,NON A/C Seater (2+1),18:00,10h 00m,04:00,4.4,600,19 Seats available
Tezpur to Moran,https://www.redbus.in/bus-tickets/tezpur-to-moran,PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:45,07h 15m,03:00,2.6,INR 520,49 Seats available
Moran to Tezpur,https://www.redbus.in/bus-tickets/moran-to-tezpur,SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),20:15,06h 45m,03:00,3.5,INR 600,32 Seats available
Moran to Tezpur,https://www.redbus.in/bus-tickets/moran-to-tezpur,MOON TRAVELS,AC Seater (2+2),10:30,06h 30m,17:00,2.7,523,30 Seats available
Bokakhat to Dibrugarh,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh,Christina Travels,NON A/C Seater (2+2),11:00,05h 30m,16:30,2.9,650,34 Seats available
Bokakhat to Dibrugarh,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh,PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),23:30,04h 30m,04:00,2.7,INR 500,49 Seats available
North Lakhimpur to Nagaon (Assam),https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,GURUNANAK TRAVELS,NON A/C Seater (2+1),18:30,08h 30m,03:00,3.7,INR 600,23 Seats available
North Lakhimpur to Nagaon (Assam),https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon,DONYI POLO EXPRESS,Non AC Seater (2+1),20:55,06h 50m,03:45,0,550,8 Seats available
Guwahati to Golaghat,https://www.redbus.in/bus-tickets/guwahati-to-golaghat,NAMBOR TRANSPORT,Bharat Benz A/C Seater (2+1),21:00,07h 00m,04:00,4.1,INR 600,21 Seats available
Guwahati to Golaghat,https://www.redbus.in/bus-tickets/guwahati-to-golaghat,NAMBOR TRANSPORT,Bharat Benz A/C Seater (2+1),14:00,06h 45m,20:45,4.1,INR 600,18 Seats available
Guwahati to Golaghat,https://www.redbus.in/bus-tickets/guwahati-to-golaghat,RATNAGIRI TRANSPORT,Bharat Benz A/C Seater /Sleeper (2+1),21:31,06h 59m,04:30,3.9,INR 600,27 Seats available
Guwahati to Golaghat,https://www.redbus.in/bus-tickets/guwahati-to-golaghat,NAMBOR TRANSPORT,Bharat Benz A/C Seater (2+1),10:15,06h 30m,16:45,4.1,INR 600,9 Seats available
